business_id,mpxn,timestamp,total_consumption,boiler,oven,cooling_freezer,electric_radiator
1,9876543210,2023-07-02 12:30:00,53.55,31.39,19.29,1.52,1.35
1,9876543210,2023-07-02 13:00:00,48.52,28.45,17.47,1.38,1.22
1,9876543210,2023-07-02 14:00:00,34.93,20.48,12.58,0.99,0.88
1,9876543210,2023-07-02 14:30:00,24.23,14.21,8.73,0.69,0.61
1,9876543210,2023-07-02 15:00:00,30.29,17.76,10.91,0.86,0.76
1,9876543210,2023-07-02 15:30:00,31.05,18.2,11.18,0.88,0.78
1,9876543210,2023-07-02 16:00:00,34.91,20.47,12.57,0.99,0.88
1,9876543210,2023-07-02 17:00:00,51.98,30.47,18.72,1.48,1.31
1,9876543210,2023-07-02 17:30:00,48.83,28.63,17.59,1.39,1.23
1,9876543210,2023-07-02 18:00:00,41.84,24.53,15.07,1.19,1.05
1,9876543210,2023-07-02 18:30:00,52.45,30.75,18.89,1.49,1.32
1,9876543210,2023-07-02 19:00:00,49.22,28.86,17.73,1.4,1.24
1,9876543210,2023-07-02 19:30:00,41.84,24.53,15.07,1.19,1.05
1,9876543210,2023-07-02 20:00:00,50.33,29.51,18.13,1.43,1.26
1,9876543210,2023-07-02 20:30:00,43.13,25.29,15.53,1.23,1.08
1,9876543210,2023-07-02 21:00:00,43.8,25.68,15.77,1.25,1.1
1,9876543210,2023-07-02 22:00:00,12.74,7.47,4.59,0.36,0.32
1,9876543210,2023-07-02 22:30:00,9.8,5.75,3.53,0.28,0.25
1,9876543210,2023-07-02 23:00:00,17.54,10.28,6.32,0.5,0.44
1,9876543210,2023-07-03 00:00:00,7.36,4.31,2.65,0.21,0.18
1,9876543210,2023-07-03 00:30:00,17.89,10.49,6.44,0.51,0.45
1,9876543210,2023-07-03 01:00:00,8.05,4.72,2.9,0.23,0.2
1,9876543210,2023-07-03 01:30:00,6.69,3.92,2.41,0.19,0.17
1,9876543210,2023-07-03 02:00:00,16.56,9.71,5.96,0.47,0.42
1,9876543210,2023-07-03 02:30:00,11.43,6.7,4.12,0.33,0.29
1,9876543210,2023-07-03 03:00:00,9.03,5.29,3.25,0.26,0.23
1,9876543210,2023-07-03 03:30:00,10.69,6.27,3.85,0.3,0.27
1,9876543210,2023-07-03 04:00:00,12.01,7.04,4.33,0.34,0.3
1,9876543210,2023-07-03 04:30:00,15.62,9.16,5.63,0.44,0.39
1,9876543210,2023-07-03 05:00:00,11.8,6.92,4.25,0.34,0.3
1,9876543210,2023-07-03 05:30:00,12.87,7.55,4.63,0.37,0.32
1,9876543210,2023-07-03 06:00:00,16.95,9.94,6.1,0.48,0.43
1,9876543210,2023-07-03 06:30:00,9.23,5.41,3.32,0.26,0.23
1,9876543210,2023-07-03 07:00:00,11.21,6.57,4.04,0.32,0.28
1,9876543210,2023-07-03 07:30:00,7.37,4.32,2.65,0.21,0.19
1,9876543210,2023-07-03 08:00:00,8.97,5.26,3.23,0.26,0.23
1,9876543210,2023-07-03 08:30:00,8.06,4.73,2.9,0.23,0.2
1,9876543210,2023-07-03 09:00:00,6.33,3.71,2.28,0.18,0.16
1,9876543210,2023-07-03 09:30:00,8.11,4.75,2.92,0.23,0.2
1,9876543210,2023-07-03 10:00:00,16.5,9.67,5.94,0.47,0.41
1,9876543210,2023-07-03 11:00:00,49.71,29.14,17.9,1.42,1.25
1,9876543210,2023-07-03 11:30:00,43.74,25.64,15.75,1.25,1.1
1,9876543210,2023-07-03 12:00:00,52.39,30.71,18.87,1.49,1.32
1,9876543210,2023-07-03 12:30:00,44.02,25.81,15.85,1.25,1.11
1,9876543210,2023-07-03 13:00:00,51.14,29.98,18.42,1.46,1.28
1,9876543210,2023-07-03 14:00:00,28.16,16.51,10.14,0.8,0.71
1,9876543210,2023-07-03 14:30:00,32.46,19.03,11.69,0.92,0.82
1,9876543210,2023-07-03 15:00:00,31.93,18.72,11.5,0.91,0.8
1,9876543210,2023-07-03 15:30:00,24.06,14.11,8.66,0.69,0.6
1,9876543210,2023-07-03 16:00:00,33.89,19.87,12.2,0.97,0.85
1,9876543210,2023-07-03 17:00:00,49.95,29.28,17.99,1.42,1.26
1,9876543210,2023-07-03 17:30:00,46.61,27.33,16.79,1.33,1.17
1,9876543210,2023-07-03 18:00:00,45.58,26.72,16.41,1.3,1.15
1,9876543210,2023-07-03 18:30:00,46.43,27.22,16.72,1.32,1.17
1,9876543210,2023-07-03 19:00:00,45.86,26.89,16.52,1.31,1.15
1,9876543210,2023-07-03 19:30:00,47.35,27.76,17.05,1.35,1.19
1,9876543210,2023-07-03 20:00:00,50.7,29.72,18.26,1.44,1.27
1,9876543210,2023-07-03 20:30:00,52.39,30.71,18.87,1.49,1.32
1,9876543210,2023-07-03 21:00:00,49.75,29.17,17.92,1.42,1.25
1,9876543210,2023-07-03 22:00:00,14.32,8.4,5.16,0.41,0.36
1,9876543210,2023-07-03 22:30:00,11.73,6.88,4.22,0.33,0.29
1,9876543210,2023-07-03 23:00:00,14.35,8.41,5.17,0.41,0.36
1,9876543210,2023-07-04 00:00:00,9.2,5.39,3.31,0.26,0.23
1,9876543210,2023-07-04 00:30:00,16.35,9.59,5.89,0.47,0.41
1,9876543210,2023-07-04 01:00:00,9.3,5.45,3.35,0.26,0.23
1,9876543210,2023-07-04 01:30:00,11.02,6.46,3.97,0.31,0.28
1,9876543210,2023-07-04 02:00:00,17.3,10.14,6.23,0.49,0.43
1,9876543210,2023-07-04 02:30:00,13.04,7.64,4.7,0.37,0.33
1,9876543210,2023-07-04 03:00:00,15.59,9.14,5.61,0.44,0.39
1,9876543210,2023-07-04 03:30:00,11.66,6.84,4.2,0.33,0.29
1,9876543210,2023-07-04 04:00:00,12.4,7.27,4.47,0.35,0.31
1,9876543210,2023-07-04 04:30:00,16.72,9.8,6.02,0.48,0.42
1,9876543210,2023-07-04 05:00:00,14.91,8.74,5.37,0.42,0.37
1,9876543210,2023-07-04 05:30:00,14.36,8.42,5.17,0.41,0.36
1,9876543210,2023-07-04 06:00:00,9.01,5.28,3.24,0.26,0.23
1,9876543210,2023-07-04 06:30:00,17.09,10.02,6.15,0.49,0.43
1,9876543210,2023-07-04 07:00:00,17.66,10.35,6.36,0.5,0.44
1,9876543210,2023-07-04 07:30:00,10.38,6.09,3.74,0.3,0.26
1,9876543210,2023-07-04 08:00:00,7.79,4.57,2.81,0.22,0.2
1,9876543210,2023-07-04 08:30:00,17.48,10.25,6.3,0.5,0.44
1,9876543210,2023-07-04 09:00:00,7.6,4.46,2.74,0.22,0.19
1,9876543210,2023-07-04 09:30:00,7.39,4.33,2.66,0.21,0.19
1,9876543210,2023-07-04 10:00:00,6.0,3.52,2.16,0.17,0.15
1,9876543210,2023-07-04 11:00:00,46.62,27.33,16.79,1.33,1.17
1,9876543210,2023-07-04 11:30:00,53.18,31.18,19.15,1.51,1.34
1,9876543210,2023-07-04 12:00:00,52.12,30.56,18.77,1.48,1.31
1,9876543210,2023-07-04 12:30:00,42.36,24.83,15.26,1.21,1.06
1,9876543210,2023-07-04 13:00:00,52.94,31.04,19.07,1.51,1.33
1,9876543210,2023-07-04 14:00:00,32.85,19.26,11.83,0.94,0.83
1,9876543210,2023-07-04 14:30:00,29.05,17.03,10.46,0.83,0.73
1,9876543210,2023-07-04 15:00:00,29.16,17.1,10.5,0.83,0.73
1,9876543210,2023-07-04 15:30:00,27.94,16.38,10.06,0.8,0.7
1,9876543210,2023-07-04 16:00:00,24.08,14.12,8.67,0.69,0.61
1,9876543210,2023-07-04 17:00:00,46.62,27.33,16.79,1.33,1.17
1,9876543210,2023-07-04 17:30:00,47.34,27.75,17.05,1.35,1.19
1,9876543210,2023-07-04 18:00:00,45.29,26.55,16.31,1.29,1.14
1,9876543210,2023-07-04 18:30:00,52.5,30.78,18.91,1.49,1.32
1,9876543210,2023-07-04 19:00:00,44.91,26.33,16.17,1.28,1.13
1,9876543210,2023-07-04 19:30:00,51.49,30.19,18.54,1.47,1.29
1,9876543210,2023-07-04 20:00:00,46.9,27.5,16.89,1.34,1.18
1,9876543210,2023-07-04 20:30:00,45.49,26.67,16.38,1.3,1.14
1,9876543210,2023-07-04 21:00:00,51.67,30.29,18.61,1.47,1.3
1,9876543210,2023-07-04 22:00:00,16.19,9.49,5.83,0.46,0.41
1,9876543210,2023-07-04 22:30:00,7.29,4.27,2.63,0.21,0.18
1,9876543210,2023-07-04 23:00:00,6.85,4.02,2.47,0.2,0.17
1,9876543210,2023-07-05 00:00:00,11.27,6.61,4.06,0.32,0.28
1,9876543210,2023-07-05 00:30:00,13.69,8.03,4.93,0.39,0.34
1,9876543210,2023-07-05 01:00:00,9.22,5.41,3.32,0.26,0.23
1,9876543210,2023-07-05 01:30:00,7.74,4.54,2.79,0.22,0.19
1,9876543210,2023-07-05 02:00:00,16.76,9.83,6.04,0.48,0.42
1,9876543210,2023-07-05 02:30:00,12.89,7.56,4.64,0.37,0.32
1,9876543210,2023-07-05 03:00:00,7.5,4.4,2.7,0.21,0.19
1,9876543210,2023-07-05 03:30:00,15.58,9.13,5.61,0.44,0.39
1,9876543210,2023-07-05 04:00:00,7.02,4.12,2.53,0.2,0.18
1,9876543210,2023-07-05 04:30:00,12.89,7.56,4.64,0.37,0.32
1,9876543210,2023-07-05 05:00:00,9.66,5.66,3.48,0.28,0.24
1,9876543210,2023-07-05 05:30:00,16.49,9.67,5.94,0.47,0.41
1,9876543210,2023-07-05 06:00:00,14.9,8.74,5.37,0.42,0.37
1,9876543210,2023-07-05 06:30:00,15.39,9.02,5.54,0.44,0.39
1,9876543210,2023-07-05 07:00:00,13.89,8.14,5.0,0.4,0.35
1,9876543210,2023-07-05 07:30:00,17.81,10.44,6.41,0.51,0.45
1,9876543210,2023-07-05 08:00:00,17.14,10.05,6.17,0.49,0.43
1,9876543210,2023-07-05 08:30:00,8.06,4.73,2.9,0.23,0.2
1,9876543210,2023-07-05 09:00:00,8.34,4.89,3.0,0.24,0.21
1,9876543210,2023-07-05 09:30:00,10.8,6.33,3.89,0.31,0.27
1,9876543210,2023-07-05 10:00:00,6.91,4.05,2.49,0.2,0.17
1,9876543210,2023-07-05 11:00:00,53.21,31.2,19.16,1.52,1.34
1,9876543210,2023-07-05 11:30:00,43.52,25.51,15.67,1.24,1.09
1,9876543210,2023-07-05 12:00:00,44.78,26.25,16.13,1.28,1.13
1,9876543210,2023-07-05 12:30:00,42.62,24.99,15.35,1.21,1.07
1,9876543210,2023-07-05 13:00:00,51.55,30.22,18.56,1.47,1.3
1,9876543210,2023-07-05 14:00:00,25.64,15.03,9.23,0.73,0.64
1,9876543210,2023-07-05 14:30:00,28.46,16.69,10.25,0.81,0.72
1,9876543210,2023-07-05 15:00:00,30.8,18.06,11.09,0.88,0.77
1,9876543210,2023-07-05 15:30:00,34.17,20.03,12.31,0.97,0.86
1,9876543210,2023-07-05 16:00:00,30.05,17.62,10.82,0.86,0.76
1,9876543210,2023-07-05 17:00:00,50.18,29.42,18.07,1.43,1.26
1,9876543210,2023-07-05 17:30:00,42.88,25.14,15.44,1.22,1.08
1,9876543210,2023-07-05 18:00:00,50.47,29.59,18.18,1.44,1.27
1,9876543210,2023-07-05 18:30:00,45.27,26.54,16.3,1.29,1.14
1,9876543210,2023-07-05 19:00:00,43.12,25.28,15.53,1.23,1.08
1,9876543210,2023-07-05 19:30:00,42.78,25.08,15.41,1.22,1.07
1,9876543210,2023-07-05 20:00:00,45.66,26.77,16.44,1.3,1.15
1,9876543210,2023-07-05 20:30:00,52.87,31.0,19.04,1.51,1.33
1,9876543210,2023-07-05 21:00:00,44.81,26.27,16.14,1.28,1.13
1,9876543210,2023-07-05 22:00:00,6.63,3.89,2.39,0.19,0.17
1,9876543210,2023-07-05 22:30:00,14.38,8.43,5.18,0.41,0.36
1,9876543210,2023-07-05 23:00:00,7.81,4.58,2.81,0.22,0.2
1,9876543210,2023-07-06 00:00:00,16.26,9.53,5.86,0.46,0.41
1,9876543210,2023-07-06 00:30:00,8.17,4.79,2.94,0.23,0.21
1,9876543210,2023-07-06 01:00:00,13.14,7.7,4.73,0.37,0.33
1,9876543210,2023-07-06 01:30:00,12.22,7.16,4.4,0.35,0.31
1,9876543210,2023-07-06 02:00:00,16.8,9.85,6.05,0.48,0.42
1,9876543210,2023-07-06 02:30:00,13.76,8.07,4.96,0.39,0.35
1,9876543210,2023-07-06 03:00:00,10.39,6.09,3.74,0.3,0.26
1,9876543210,2023-07-06 03:30:00,9.74,5.71,3.51,0.28,0.24
1,9876543210,2023-07-06 04:00:00,6.72,3.94,2.42,0.19,0.17
1,9876543210,2023-07-06 04:30:00,8.22,4.82,2.96,0.23,0.21
1,9876543210,2023-07-06 05:00:00,9.53,5.59,3.43,0.27,0.24
1,9876543210,2023-07-06 05:30:00,6.09,3.57,2.19,0.17,0.15
1,9876543210,2023-07-06 06:00:00,14.01,8.21,5.05,0.4,0.35
1,9876543210,2023-07-06 06:30:00,10.72,6.28,3.86,0.31,0.27
1,9876543210,2023-07-06 07:00:00,13.8,8.09,4.97,0.39,0.35
1,9876543210,2023-07-06 07:30:00,15.92,9.33,5.73,0.45,0.4
1,9876543210,2023-07-06 08:00:00,16.98,9.95,6.12,0.48,0.43
1,9876543210,2023-07-06 08:30:00,14.99,8.79,5.4,0.43,0.38
1,9876543210,2023-07-06 09:00:00,8.33,4.88,3.0,0.24,0.21
1,9876543210,2023-07-06 09:30:00,8.72,5.11,3.14,0.25,0.22
1,9876543210,2023-07-06 10:00:00,16.09,9.43,5.79,0.46,0.4
1,9876543210,2023-07-06 11:00:00,42.42,24.87,15.28,1.21,1.07
1,9876543210,2023-07-06 11:30:00,42.42,24.87,15.28,1.21,1.07
1,9876543210,2023-07-06 12:00:00,50.53,29.62,18.2,1.44,1.27
1,9876543210,2023-07-06 12:30:00,50.65,29.69,18.24,1.44,1.27
1,9876543210,2023-07-06 13:00:00,44.73,26.22,16.11,1.27,1.12
1,9876543210,2023-07-06 14:00:00,25.64,15.03,9.23,0.73,0.64
1,9876543210,2023-07-06 14:30:00,35.2,20.64,12.68,1.0,0.88
1,9876543210,2023-07-06 15:00:00,28.55,16.74,10.28,0.81,0.72
1,9876543210,2023-07-06 15:30:00,32.14,18.84,11.57,0.92,0.81
1,9876543210,2023-07-06 16:00:00,23.91,14.02,8.61,0.68,0.6
1,9876543210,2023-07-06 17:00:00,43.32,25.4,15.6,1.23,1.09
1,9876543210,2023-07-06 17:30:00,52.17,30.59,18.79,1.49,1.31
1,9876543210,2023-07-06 18:00:00,43.88,25.73,15.8,1.25,1.1
1,9876543210,2023-07-06 18:30:00,48.36,28.35,17.42,1.38,1.22
1,9876543210,2023-07-06 19:00:00,46.67,27.36,16.81,1.33,1.17
1,9876543210,2023-07-06 19:30:00,52.63,30.86,18.95,1.5,1.32
1,9876543210,2023-07-06 20:00:00,50.26,29.47,18.1,1.43,1.26
1,9876543210,2023-07-06 20:30:00,47.96,28.12,17.27,1.37,1.21
1,9876543210,2023-07-06 21:00:00,46.53,27.28,16.76,1.32,1.17
1,9876543210,2023-07-06 22:00:00,17.2,10.08,6.19,0.49,0.43
1,9876543210,2023-07-06 22:30:00,17.76,10.41,6.4,0.51,0.45
1,9876543210,2023-07-06 23:00:00,9.03,5.29,3.25,0.26,0.23
1,9876543210,2023-07-07 00:00:00,14.23,8.34,5.12,0.41,0.36
1,9876543210,2023-07-07 00:30:00,16.27,9.54,5.86,0.46,0.41
1,9876543210,2023-07-07 01:00:00,15.88,9.31,5.72,0.45,0.4
1,9876543210,2023-07-07 01:30:00,7.21,4.23,2.6,0.21,0.18
1,9876543210,2023-07-07 02:00:00,10.86,6.37,3.91,0.31,0.27
1,9876543210,2023-07-07 02:30:00,15.81,9.27,5.69,0.45,0.4
1,9876543210,2023-07-07 03:00:00,6.92,4.06,2.49,0.2,0.17
1,9876543210,2023-07-07 03:30:00,13.19,7.73,4.75,0.38,0.33
1,9876543210,2023-07-07 04:00:00,14.57,8.54,5.25,0.41,0.37
1,9876543210,2023-07-07 04:30:00,6.0,3.52,2.16,0.17,0.15
1,9876543210,2023-07-07 05:00:00,10.8,6.33,3.89,0.31,0.27
1,9876543210,2023-07-07 05:30:00,6.37,3.73,2.29,0.18,0.16
1,9876543210,2023-07-07 06:00:00,11.81,6.92,4.25,0.34,0.3
1,9876543210,2023-07-07 06:30:00,15.91,9.33,5.73,0.45,0.4
1,9876543210,2023-07-07 07:00:00,9.0,5.28,3.24,0.26,0.23
1,9876543210,2023-07-07 07:30:00,8.33,4.88,3.0,0.24,0.21
1,9876543210,2023-07-07 08:00:00,13.73,8.05,4.94,0.39,0.34
1,9876543210,2023-07-07 08:30:00,7.63,4.47,2.75,0.22,0.19
1,9876543210,2023-07-07 09:00:00,11.96,7.01,4.31,0.34,0.3
1,9876543210,2023-07-07 09:30:00,16.72,9.8,6.02,0.48,0.42
1,9876543210,2023-07-07 10:00:00,8.96,5.25,3.23,0.26,0.23
1,9876543210,2023-07-07 11:00:00,42.27,24.78,15.22,1.2,1.06
1,9876543210,2023-07-07 11:30:00,44.4,26.03,15.99,1.26,1.12
1,9876543210,2023-07-07 12:00:00,53.0,31.07,19.09,1.51,1.33
1,9876543210,2023-07-07 12:30:00,43.07,25.25,15.51,1.23,1.08
1,9876543210,2023-07-07 13:00:00,53.54,31.39,19.28,1.52,1.35
1,9876543210,2023-07-07 14:00:00,32.36,18.97,11.65,0.92,0.81
1,9876543210,2023-07-07 14:30:00,27.99,16.41,10.08,0.8,0.7
1,9876543210,2023-07-07 15:00:00,26.69,15.65,9.61,0.76,0.67
1,9876543210,2023-07-07 15:30:00,25.36,14.87,9.13,0.72,0.64
1,9876543210,2023-07-07 16:00:00,32.79,19.22,11.81,0.93,0.82
1,9876543210,2023-07-07 17:00:00,44.76,26.24,16.12,1.27,1.12
1,9876543210,2023-07-07 17:30:00,50.26,29.47,18.1,1.43,1.26
1,9876543210,2023-07-07 18:00:00,53.66,31.46,19.32,1.53,1.35
1,9876543210,2023-07-07 18:30:00,41.86,24.54,15.08,1.19,1.05
1,9876543210,2023-07-07 19:00:00,51.42,30.15,18.52,1.46,1.29
1,9876543210,2023-07-07 19:30:00,41.99,24.62,15.12,1.2,1.06
1,9876543210,2023-07-07 20:00:00,53.48,31.35,19.26,1.52,1.34
1,9876543210,2023-07-07 20:30:00,44.26,25.95,15.94,1.26,1.11
1,9876543210,2023-07-07 21:00:00,51.45,30.16,18.53,1.47,1.29
1,9876543210,2023-07-07 22:00:00,12.76,7.48,4.6,0.36,0.32
1,9876543210,2023-07-07 22:30:00,10.7,6.27,3.85,0.3,0.27
1,9876543210,2023-07-07 23:00:00,7.25,4.25,2.61,0.21,0.18
1,9876543210,2023-07-08 00:00:00,14.72,8.63,5.3,0.42,0.37
1,9876543210,2023-07-08 00:30:00,6.4,3.75,2.3,0.18,0.16
1,9876543210,2023-07-08 01:00:00,6.21,3.64,2.24,0.18,0.16
1,9876543210,2023-07-08 01:30:00,9.91,5.81,3.57,0.28,0.25
1,9876543210,2023-07-08 02:00:00,17.18,10.07,6.19,0.49,0.43
1,9876543210,2023-07-08 02:30:00,12.47,7.31,4.49,0.36,0.31
1,9876543210,2023-07-08 03:00:00,12.64,7.41,4.55,0.36,0.32
1,9876543210,2023-07-08 03:30:00,9.65,5.66,3.48,0.27,0.24
1,9876543210,2023-07-08 04:00:00,6.1,3.58,2.2,0.17,0.15
1,9876543210,2023-07-08 04:30:00,16.42,9.63,5.91,0.47,0.41
1,9876543210,2023-07-08 05:00:00,6.25,3.66,2.25,0.18,0.16
1,9876543210,2023-07-08 05:30:00,8.17,4.79,2.94,0.23,0.21
1,9876543210,2023-07-08 06:00:00,14.68,8.61,5.29,0.42,0.37
1,9876543210,2023-07-08 06:30:00,13.85,8.12,4.99,0.39,0.35
1,9876543210,2023-07-08 07:00:00,7.09,4.16,2.55,0.2,0.18
1,9876543210,2023-07-08 07:30:00,17.0,9.97,6.12,0.48,0.43
1,9876543210,2023-07-08 08:00:00,17.06,10.0,6.14,0.49,0.43
1,9876543210,2023-07-08 08:30:00,17.17,10.07,6.18,0.49,0.43
1,9876543210,2023-07-08 09:00:00,11.02,6.46,3.97,0.31,0.28
1,9876543210,2023-07-08 09:30:00,9.09,5.33,3.27,0.26,0.23
1,9876543210,2023-07-08 10:00:00,15.4,9.03,5.55,0.44,0.39
1,9876543210,2023-07-08 11:00:00,44.85,26.29,16.15,1.28,1.13
1,9876543210,2023-07-08 11:30:00,44.09,25.85,15.88,1.26,1.11
1,9876543210,2023-07-08 12:00:00,44.32,25.98,15.96,1.26,1.11
1,9876543210,2023-07-08 12:30:00,50.64,29.69,18.24,1.44,1.27
1,9876543210,2023-07-08 13:00:00,53.14,31.15,19.14,1.51,1.34
1,9876543210,2023-07-08 14:00:00,29.74,17.44,10.71,0.85,0.75
1,9876543210,2023-07-08 14:30:00,28.67,16.81,10.33,0.82,0.72
1,9876543210,2023-07-08 15:00:00,28.4,16.65,10.23,0.81,0.71
1,9876543210,2023-07-08 15:30:00,29.55,17.32,10.64,0.84,0.74
1,9876543210,2023-07-08 16:00:00,31.22,18.3,11.24,0.89,0.78
1,9876543210,2023-07-08 17:00:00,46.71,27.38,16.82,1.33,1.17
1,9876543210,2023-07-08 17:30:00,46.71,27.38,16.82,1.33,1.17
1,9876543210,2023-07-08 18:00:00,48.17,28.24,17.35,1.37,1.21
1,9876543210,2023-07-08 18:30:00,50.03,29.33,18.02,1.42,1.26
1,9876543210,2023-07-08 19:00:00,52.82,30.97,19.02,1.5,1.33
1,9876543210,2023-07-08 19:30:00,43.32,25.4,15.6,1.23,1.09
1,9876543210,2023-07-08 20:00:00,48.68,28.54,17.53,1.39,1.22
1,9876543210,2023-07-08 20:30:00,52.25,30.63,18.82,1.49,1.31
1,9876543210,2023-07-08 21:00:00,49.41,28.97,17.79,1.41,1.24
1,9876543210,2023-07-08 22:00:00,6.96,4.08,2.51,0.2,0.17
1,9876543210,2023-07-08 22:30:00,15.91,9.33,5.73,0.45,0.4
1,9876543210,2023-07-08 23:00:00,16.92,9.92,6.09,0.48,0.43
1,9876543210,2023-07-09 00:00:00,12.78,7.49,4.6,0.36,0.32
1,9876543210,2023-07-09 00:30:00,7.36,4.31,2.65,0.21,0.18
1,9876543210,2023-07-09 01:00:00,14.28,8.37,5.14,0.41,0.36
